Census_Tract,FIPS ,CITYNAME,Service_Area,Male,Female,White,African_American,Native_ American,Asian,Pacific Islander,Other,Multi-Race,Latino,Total_Population,GEOID,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
113232,44000,Los Angeles city - West Hills,2,1945,1935,2312,152,12,554,5,6,138,701,3880,1400000US06037113232,"Census Tract 1132.32, Los Angeles County, California",113232,West Hills,"(34.227417, -118.61402)",34.227416999999996,-118.61402
113233,44000,Los Angeles city - Canoga Park,2,3669,3790,1611,496,11,909,5,34,153,4240,7459,1400000US06037113233,"Census Tract 1132.33, Los Angeles County, California",113233,Canoga Park,"(34.2275575, -118.6017175)",34.2275575,-118.6017175
113234,44000,Los Angeles city - Canoga Park,2,2502,2463,1042,167,9,791,9,6,90,2851,4965,1400000US06037113234,"Census Tract 1132.34, Los Angeles County, California",113234,Canoga Park,"(34.227624, -118.59227)",34.227624,-118.59227
113235,44000,Los Angeles city - Chatsworth,2,7,3,10,0,0,0,0,0,0,0,10,1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",113235,Chatsworth,"(34.2373915, -118.6488335)",34.2373915,-118.6488335
113235,99037,Unincorporated County - Lake Manor,2,856,776,1192,54,8,62,2,4,82,228,1632,1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",113235,Chatsworth,"(34.2373915, -118.6488335)",34.2373915,-118.6488335
113237,44000,Los Angeles city - Chatsworth,2,1874,1926,2047,206,5,727,0,26,146,643,3800,1400000US06037113237,"Census Tract 1132.37, Los Angeles County, California",113237,Chatsworth,"(34.2451855, -118.6125745)",34.2451855,-118.61257450000001
113301,44000,Los Angeles city - Northridge,2,1088,1099,1191,94,2,363,3,4,76,454,2187,1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",113301,Northridge,"(34.2448005, -118.5590895)",34.244800500000004,-118.5590895
113303,44000,Los Angeles city - Chatsworth,2,2027,2073,1969,125,14,619,3,2,102,1266,4100,1400000US06037113303,"Census Tract 1133.03, Los Angeles County, California",113303,Chatsworth,"(34.2420235, -118.5801645)",34.2420235,-118.5801645
113321,44000,Los Angeles city - Chatsworth,2,2851,3134,2170,323,22,1255,3,18,169,2025,5985,1400000US06037113321,"Census Tract 1133.21, Los Angeles County, California",113321,Chatsworth,"(34.25361, -118.5913535)",34.253609999999995,-118.5913535
113322,44000,Los Angeles city - Chatsworth,2,1949,2049,2092,145,3,799,3,14,142,800,3998,1400000US06037113322,"Census Tract 1133.22, Los Angeles County, California",113322,Chatsworth,"(34.253622, -118.571362)",34.253622,-118.57136200000001
113401,44000,Los Angeles city - Northridge,2,1008,1097,657,40,0,405,1,2,32,968,2105,1400000US06037113401,"Census Tract 1134.01, Los Angeles County, California",113401,Winnetka,"(34.2279845, -118.562301)",34.2279845,-118.562301
113401,44000,Los Angeles city - Winnetka,2,1683,1786,1209,150,2,590,0,8,66,1444,3469,1400000US06037113401,"Census Tract 1134.01, Los Angeles County, California",113401,Winnetka,"(34.2279845, -118.562301)",34.2279845,-118.562301
113421,44000,Los Angeles city - Canoga Park,2,1866,1978,675,444,12,517,8,15,65,2108,3844,1400000US06037113421,"Census Tract 1134.21, Los Angeles County, California",113421,Winnetka,"(34.234694, -118.5826685)",34.234694,-118.58266850000001
113421,44000,Los Angeles city - Winnetka,2,1219,1308,683,98,0,338,2,2,37,1367,2527,1400000US06037113421,"Census Tract 1134.21, Los Angeles County, California",113421,Winnetka,"(34.234694, -118.5826685)",34.234694,-118.58266850000001
113422,44000,Los Angeles city - Canoga Park,2,1095,1149,438,167,1,211,0,1,52,1374,2244,1400000US06037113422,"Census Tract 1134.22, Los Angeles County, California",113422,Winnetka,"(34.224085, -118.5821745)",34.224084999999995,-118.58217450000001
113422,44000,Los Angeles city - Winnetka,2,1974,2050,1414,147,1,930,3,10,87,1432,4024,1400000US06037113422,"Census Tract 1134.22, Los Angeles County, California",113422,Winnetka,"(34.224085, -118.5821745)",34.224084999999995,-118.58217450000001
115101,44000,Los Angeles city - Northridge,2,2340,2574,3052,209,8,556,11,11,128,939,4914,1400000US06037115101,"Census Tract 1151.01, Los Angeles County, California",115101,Northridge,"(34.239435, -118.5112365)",34.239435,-118.5112365
115103,44000,Los Angeles city - Northridge,2,1156,1666,761,693,11,357,2,4,112,882,2822,1400000US06037115103,"Census Tract 1151.03, Los Angeles County, California",115103,Northridge,"(34.246414, -118.528551)",34.246414,-118.52855100000001
115104,44000,Los Angeles city - Northridge,2,2365,2392,1972,395,7,1091,7,19,191,1075,4757,1400000US06037115104,"Census Tract 1151.04, Los Angeles County, California",115104,Northridge,"(34.2395005, -118.523595)",34.2395005,-118.523595
115201,44000,Los Angeles city - Northridge,2,3256,3420,2615,417,26,1657,11,18,247,1685,6676,1400000US06037115201,"Census Tract 1152.01, Los Angeles County, California",115201,Northridge,"(34.244559, -118.537408)",34.244559,-118.53740800000001
115202,44000,Los Angeles city - Northridge,2,2496,2664,1788,328,13,1074,19,18,173,1747,5160,1400000US06037115202,"Census Tract 1152.02, Los Angeles County, California",115202,Northridge,"(34.2338575, -118.537507)",34.2338575,-118.537507
115301,44000,Los Angeles city - Northridge,2,1954,2179,2166,200,6,829,5,21,143,763,4133,1400000US06037115301,"Census Tract 1153.01, Los Angeles County, California",115301,Northridge,"(34.240482, -118.545339)",34.240482,-118.54533899999998
115302,44000,Los Angeles city - Northridge,2,2487,2386,479,70,5,313,0,11,43,3952,4873,1400000US06037115302,"Census Tract 1153.02, Los Angeles County, California",115302,Northridge,"(34.226401, -118.5498615)",34.226401,-118.5498615
115401,44000,Los Angeles city - Northridge,2,3016,3183,1926,316,6,759,2,23,159,3008,6199,1400000US06037115401,"Census Tract 1154.01, Los Angeles County, California",115401,Northridge,"(34.2247565, -118.5149735)",34.2247565,-118.51497350000001
115403,44000,Los Angeles city - Northridge,2,1795,1664,716,134,3,493,13,11,63,2026,3459,1400000US06037115403,"Census Tract 1154.03, Los Angeles County, California",115403,Northridge,"(34.22481, -118.5317135)",34.22481,-118.5317135
115404,44000,Los Angeles city - Northridge,2,1541,1547,674,213,3,445,10,22,84,1637,3088,1400000US06037115404,"Census Tract 1154.04, Los Angeles County, California",115404,Northridge,"(34.2257645, -118.5412445)",34.225764500000004,-118.5412445
117101,44000,Los Angeles city - North Hills,2,2772,2593,521,280,6,1987,7,5,90,2469,5365,1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",117101,North Hills,"(34.2391215, -118.4617905)",34.2391215,-118.4617905
117102,44000,Los Angeles city - North Hills,2,1346,1414,559,120,2,371,1,15,46,1646,2760,1400000US06037117102,"Census Tract 1171.02, Los Angeles County, California",117102,North Hills,"(34.2463715, -118.4596495)",34.2463715,-118.45964950000001
117201,44000,Los Angeles city - North Hills,2,2225,2485,539,228,4,558,24,46,75,3236,4710,1400000US06037117201,"Census Tract 1172.01, Los Angeles County, California",117201,North Hills,"(34.242798, -118.470143)",34.242798,-118.470143
117202,44000,Los Angeles city - North Hills,2,1276,1249,709,117,3,668,2,5,66,955,2525,1400000US06037117202,"Census Tract 1172.02, Los Angeles County, California",117202,North Hills,"(34.242857, -118.478624)",34.242857,-118.478624
117301,44000,Los Angeles city - North Hills,2,1931,2013,1666,201,8,585,4,3,120,1357,3944,1400000US06037117301,"Census Tract 1173.01, Los Angeles County, California",117301,North Hills,"(34.242917, -118.4905265)",34.242917,-118.49052649999999
117302,44000,Los Angeles city - Northridge,2,2397,2612,2369,226,7,792,3,13,156,1443,5009,1400000US06037117302,"Census Tract 1173.02, Los Angeles County, California",117302,Northridge,"(34.235472, -118.49709)",34.235471999999994,-118.49708999999999
117303,44000,Los Angeles city - North Hills,2,1805,1756,1331,108,7,570,9,13,61,1462,3561,1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",117303,North Hills,"(34.2281815, -118.4920695)",34.2281815,-118.4920695
117404,44000,Los Angeles city - North Hills,2,2228,2110,1471,196,5,743,19,10,114,1780,4338,1400000US06037117404,"Census Tract 1174.04, Los Angeles County, California",117404,North Hills,"(34.228481, -118.479066)",34.228481,-118.47906599999999
117405,44000,Los Angeles city - North Hills,2,2060,1955,119,142,3,53,0,10,23,3665,4015,1400000US06037117405,"Census Tract 1174.05, Los Angeles County, California",117405,North Hills,"(34.2337315, -118.4702305)",34.2337315,-118.4702305
117407,44000,Los Angeles city - North Hills,2,2180,2056,77,97,0,87,8,10,12,3945,4236,1400000US06037117407,"Census Tract 1174.07, Los Angeles County, California",117407,North Hills,"(34.2300885, -118.470266)",34.2300885,-118.470266
117408,44000,Los Angeles city - North Hills,2,1672,1558,217,148,0,128,0,16,33,2688,3230,1400000US06037117408,"Census Tract 1174.08, Los Angeles County, California",117408,North Hills,"(34.2248485, -118.4703675)",34.2248485,-118.47036750000001
117510,44000,Los Angeles city - North Hills,2,2344,2278,177,159,0,315,2,26,27,3916,4622,1400000US06037117510,"Census Tract 1175.10, Los Angeles County, California",117510,North Hills,"(34.2336865, -118.462625)",34.2336865,-118.462625
117520,44000,Los Angeles city - North Hills,2,2311,2336,162,171,6,215,13,14,23,4043,4647,1400000US06037117520,"Census Tract 1175.20, Los Angeles County, California",117520,North Hills,"(34.230017, -118.4631875)",34.230017,-118.4631875
117530,44000,Los Angeles city - North Hills,2,3167,3187,305,190,5,947,1,18,59,4829,6354,1400000US06037117530,"Census Tract 1175.30, Los Angeles County, California",117530,North Hills,"(34.224845, -118.4634755)",34.224845,-118.46347549999999
119001,44000,Los Angeles city - Arleta,2,2118,2173,380,33,9,714,1,17,74,3063,4291,1400000US06037119001,"Census Tract 1190.01, Los Angeles County, California",119001,Arleta,"(34.232289, -118.4180405)",34.232289,-118.4180405
119002,44000,Los Angeles city - Arleta,2,4044,3739,374,35,9,462,6,15,50,6832,7783,1400000US06037119002,"Census Tract 1190.02, Los Angeles County, California",119002,Arleta,"(34.245902, -118.428032)",34.245902,-118.428032
119201,44000,Los Angeles city - Arleta,2,2317,2239,269,54,8,225,2,1,34,3963,4556,1400000US06037119201,"Census Tract 1192.01, Los Angeles County, California",119201,Arleta,"(34.246411, -118.441015)",34.246411,-118.441015
119202,44000,Los Angeles city - Arleta,2,2615,2576,234,78,3,183,0,8,24,4661,5191,1400000US06037119202,"Census Tract 1192.02, Los Angeles County, California",119202,Arleta,"(34.2559555, -118.442705)",34.2559555,-118.442705
119310,44000,Los Angeles city - Panorama City,2,1995,2111,394,173,2,580,4,10,50,2893,4106,1400000US06037119310,"Census Tract 1193.10, Los Angeles County, California",119310,Panorama City,"(34.246626, -118.450697)",34.246626,-118.45069699999999
119320,44000,Los Angeles city - Panorama City,2,2707,2601,341,213,3,927,3,12,61,3748,5308,1400000US06037119320,"Census Tract 1193.20, Los Angeles County, California",119320,Panorama City,"(34.239058, -118.453982)",34.239058,-118.45398200000001
119340,44000,Los Angeles city - Panorama City,2,2492,2059,94,83,1,55,0,6,10,4302,4551,1400000US06037119340,"Census Tract 1193.40, Los Angeles County, California",119340,Panorama City,"(34.2336085, -118.4518995)",34.2336085,-118.45189950000001
119341,44000,Los Angeles city - Panorama City,2,1432,1476,274,102,1,862,9,6,46,1608,2908,1400000US06037119341,"Census Tract 1193.41, Los Angeles County, California",119341,Panorama City,"(34.237627, -118.4453355)",34.237627,-118.4453355
119342,44000,Los Angeles city - Panorama City,2,1728,1795,165,127,15,335,0,21,19,2841,3523,1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",119342,Panorama City,"(34.240834, -118.4468745)",34.240834,-118.4468745
119400,44000,Los Angeles city - Arleta,2,2776,2666,365,62,17,394,4,26,38,4536,5442,1400000US06037119400,"Census Tract 1194, Los Angeles County, California",119400,Arleta,"(34.2399345, -118.4355265)",34.2399345,-118.4355265
119700,44000,Los Angeles city - Arleta,2,831,878,193,8,0,252,7,11,1,1237,1709,1400000US06037119700,"Census Tract 1197, Los Angeles County, California",119700,Panorama City,"(34.219334, -118.4266115)",34.219334,-118.42661149999999
119700,44000,Los Angeles city - Panorama City,2,1660,1790,1099,53,6,919,0,3,68,1302,3450,1400000US06037119700,"Census Tract 1197, Los Angeles County, California",119700,Panorama City,"(34.219334, -118.4266115)",34.219334,-118.42661149999999
119800,44000,Los Angeles city - Arleta,2,3304,3344,547,62,5,712,3,8,41,5270,6648,1400000US06037119800,"Census Tract 1198, Los Angeles County, California",119800,Arleta,"(34.2337665, -118.429943)",34.233766499999994,-118.429943
119900,44000,Los Angeles city - Panorama City,2,2584,2780,550,66,4,1110,1,18,75,3540,5364,1400000US06037119900,"Census Tract 1199, Los Angeles County, California",119900,Panorama City,"(34.227376, -118.441236)",34.227376,-118.441236
120010,44000,Los Angeles city - Panorama City,2,1526,1530,214,59,2,292,13,18,53,2405,3056,1400000US06037120010,"Census Tract 1200.10, Los Angeles County, California",120010,Panorama City,"(34.2175015, -118.4629745)",34.217501500000004,-118.46297450000002
120020,44000,Los Angeles city - Panorama City,2,2299,2271,207,101,11,637,0,13,30,3571,4570,1400000US06037120020,"Census Tract 1200.20, Los Angeles County, California",120020,Panorama City,"(34.2166115, -118.4541405)",34.2166115,-118.45414050000001
120030,44000,Los Angeles city - Panorama City,2,1589,1436,81,8,1,99,2,1,10,2823,3025,1400000US06037120030,"Census Tract 1200.30, Los Angeles County, California",120030,Panorama City,"(34.2149315, -118.451986)",34.2149315,-118.451986
120103,44000,Los Angeles city - Panorama City,2,2031,1822,78,98,0,78,0,16,17,3566,3853,1400000US06037120103,"Census Tract 1201.03, Los Angeles County, California",120103,Panorama City,"(34.229161, -118.4516205)",34.229161,-118.4516205
120104,44000,Los Angeles city - Panorama City,2,1298,1266,187,126,3,390,1,2,39,1816,2564,1400000US06037120104,"Census Tract 1201.04, Los Angeles County, California",120104,Panorama City,"(34.224796, -118.4484845)",34.224796000000005,-118.44848449999999
120105,44000,Los Angeles city - Panorama City,2,1488,1505,286,54,3,414,1,13,16,2206,2993,1400000US06037120105,"Census Tract 1201.05, Los Angeles County, California",120105,Panorama City,"(34.2300875, -118.444443)",34.2300875,-118.44444299999999
120106,44000,Los Angeles city - Panorama City,2,2560,2438,183,99,3,657,5,17,44,3990,4998,1400000US06037120106,"Census Tract 1201.06, Los Angeles County, California",120106,Panorama City,"(34.223101, -118.4567005)",34.223101,-118.45670049999998
120107,44000,Los Angeles city - Panorama City,2,2244,2212,206,78,6,204,0,22,45,3895,4456,1400000US06037120107,"Census Tract 1201.07, Los Angeles County, California",120107,Panorama City,"(34.2264195, -118.4566575)",34.2264195,-118.45665749999999
120108,44000,Los Angeles city - Panorama City,2,2747,2687,305,201,15,322,11,33,26,4521,5434,1400000US06037120108,"Census Tract 1201.08, Los Angeles County, California",120108,Panorama City,"(34.231779, -118.4563995)",34.231778999999996,-118.45639950000002
120300,44000,Los Angeles city - Panorama City,2,2907,3045,916,98,12,1154,2,16,73,3681,5952,1400000US06037120300,"Census Tract 1203, Los Angeles County, California",120300,Panorama City,"(34.214918, -118.439841)",34.214918,-118.43984099999999
120400,44000,Los Angeles city - Panorama City,2,3335,3457,1069,161,9,1423,12,26,121,3971,6792,1400000US06037120400,"Census Tract 1204, Los Angeles County, California",120400,Panorama City,"(34.2178505, -118.4330175)",34.2178505,-118.4330175
121010,44000,Los Angeles city - North Hollywood,2,1121,1095,665,3,0,193,0,15,27,1313,2216,1400000US06037121010,"Census Tract 1210.10, Los Angeles County, California",121010,Sun Valley,"(34.224559, -118.402591)",34.224559,-118.40259099999999
121010,44000,Los Angeles city - Sun Valley,2,1466,1453,511,42,14,319,0,2,2,2029,2919,1400000US06037121010,"Census Tract 1210.10, Los Angeles County, California",121010,Sun Valley,"(34.224559, -118.402591)",34.224559,-118.40259099999999
121020,44000,Los Angeles city - North Hollywood,2,1984,1999,1030,63,4,381,1,16,64,2424,3983,1400000US06037121020,"Census Tract 1210.20, Los Angeles County, California",121020,Sun Valley,"(34.2110805, -118.402468)",34.2110805,-118.402468
121101,44000,Los Angeles city - Sun Valley,2,1594,1638,549,63,5,303,2,8,38,2264,3232,1400000US06037121101,"Census Tract 1211.01, Los Angeles County, California",121101,Sun Valley,"(34.225737, -118.3655)",34.225737,-118.3655
121102,44000,Los Angeles city - Shadow Hills,2,295,284,399,2,0,0,0,2,7,169,579,1400000US06037121102,"Census Tract 1211.02, Los Angeles County, California",121102,Sun Valley,"(34.2403885, -118.3845615)",34.2403885,-118.3845615
121102,44000,Los Angeles city - Sun Valley,2,1071,1085,482,13,1,144,1,2,6,1507,2156,1400000US06037121102,"Census Tract 1211.02, Los Angeles County, California",121102,Sun Valley,"(34.2403885, -118.3845615)",34.2403885,-118.3845615
121210,44000,Los Angeles city - Sun Valley,2,1675,1636,319,30,9,512,1,19,26,2395,3311,1400000US06037121210,"Census Tract 1212.10, Los Angeles County, California",121210,Pacoima,"(34.2400435, -118.404715)",34.2400435,-118.404715
121221,44000,Los Angeles city - Sun Valley,2,1280,1236,183,28,4,143,7,17,19,2115,2516,1400000US06037121221,"Census Tract 1212.21, Los Angeles County, California",121221,Sun Valley,"(34.227323, -118.396127)",34.227323,-118.396127
121222,44000,Los Angeles city - Sun Valley,2,2966,2954,379,178,6,226,3,4,43,5081,5920,1400000US06037121222,"Census Tract 1212.22, Los Angeles County, California",121222,Sun Valley,"(34.2330185, -118.391909)",34.2330185,-118.39190900000001
121600,44000,Los Angeles city - North Hollywood,2,1531,1582,1108,52,3,701,3,15,69,1162,3113,1400000US06037121600,"Census Tract 1216, Los Angeles County, California",121600,Sun Valley,"(34.211448, -118.409348)",34.211448,-118.409348
121801,44000,Los Angeles city - North Hollywood,2,2264,2134,568,146,12,231,0,8,54,3379,4398,1400000US06037121801,"Census Tract 1218.01, Los Angeles County, California",121801,Sun Valley,"(34.21209, -118.3921495)",34.21209,-118.39214950000002
121802,44000,Los Angeles city - North Hollywood,2,1878,1789,565,186,8,288,3,6,35,2576,3667,1400000US06037121802,"Census Tract 1218.02, Los Angeles County, California",121802,Sun Valley,"(34.219592, -118.39214)",34.219592,-118.39214
121900,44000,Los Angeles city - North Hollywood,2,1778,1709,326,38,2,199,1,10,13,2898,3487,1400000US06037121900,"Census Tract 1219, Los Angeles County, California",121900,Sun Valley,"(34.2176405, -118.3816355)",34.2176405,-118.3816355
121900,44000,Los Angeles city - Sun Valley,2,381,371,182,0,6,17,0,0,3,544,752,1400000US06037121900,"Census Tract 1219, Los Angeles County, California",121900,Sun Valley,"(34.2176405, -118.3816355)",34.2176405,-118.3816355
122000,44000,Los Angeles city - North Hollywood,2,2228,2236,1985,60,9,739,3,21,73,1574,4464,1400000US06037122000,"Census Tract 1220, Los Angeles County, California",122000,Sun Valley,"(34.2171585, -118.4183795)",34.217158500000004,-118.41837949999999
122000,44000,Los Angeles city - Sun Valley,2,506,525,232,2,0,274,0,0,1,522,1031,1400000US06037122000,"Census Tract 1220, Los Angeles County, California",122000,Sun Valley,"(34.2171585, -118.4183795)",34.217158500000004,-118.41837949999999
122120,44000,Los Angeles city - Sun Valley,2,2794,2742,386,35,10,244,2,15,34,4810,5536,1400000US06037122120,"Census Tract 1221.20, Los Angeles County, California",122120,Sun Valley,"(34.21116, -118.371144)",34.21116,-118.371144
122121,44000,Los Angeles city - Sun Valley,2,1601,1453,297,36,1,241,4,5,26,2444,3054,1400000US06037122121,"Census Tract 1221.21, Los Angeles County, California",122121,Sun Valley,"(34.2138845, -118.3714175)",34.2138845,-118.3714175
122122,44000,Los Angeles city - Sun Valley,2,1309,1288,302,116,8,41,2,0,15,2113,2597,1400000US06037122122,"Census Tract 1221.22, Los Angeles County, California",122122,Sun Valley,"(34.220949, -118.3717735)",34.220949,-118.3717735
122200,44000,Los Angeles city - Sun Valley,2,2319,2372,381,29,5,134,0,7,34,4101,4691,1400000US06037122200,"Census Tract 1222, Los Angeles County, California",122200,Sun Valley,"(34.214391, -118.3596165)",34.214391,-118.3596165
122410,44000,Los Angeles city - North Hollywood,2,2133,2046,258,170,1,133,0,10,47,3560,4179,1400000US06037122410,"Census Tract 1224.10, Los Angeles County, California",122410,Sun Valley,"(34.204063, -118.3921485)",34.204063,-118.3921485
